"YY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
86,8,12,9,290,5,6,0.1,6.3,4.4,999,1018,18,18,999,99
86,8,12,10,290,4,5,0.1,5.3,5.1,999,1018.8,17.5,17.8,999,99
86,8,12,11,300,4,4,0.1,5.6,4.8,999,1019.6,17.3,17.2,999,99
86,8,12,12,300,4,5,0.1,3.7,4,999,1020.4,17.4,17.5,999,99
86,8,12,13,310,4,4,0.1,6.7,3.6,999,1020.9,17.5,17.9,999,99
86,8,12,14,300,2,3,0.1,3.3,4,999,1021.7,18.9,18,999,99
86,8,12,15,280,1,1,0.1,6.7,4.5,999,1022,20.6,18.3,999,99
86,8,12,16,320,1,1,0.1,6.3,5.7,999,1022.1,21.3,18.8,999,99
86,8,12,17,20,3,4,0.2,6.3,5.5,999,1022.1,20.8,18.8,999,99
86,8,12,18,40,4,4,0.2,6.7,5.4,999,1022.2,20.3,18.4,999,99
86,8,12,19,50,3,4,0.3,5.9,5.2,999,1021.9,20.3,18.8,999,99
86,8,12,20,70,3,4,0.2,5.9,4.9,999,1021.8,19.9,18.9,999,99
86,8,12,21,80,4,4,0.2,6.7,4.5,999,1021.8,19.9,18.9,999,99
86,8,12,22,100,5,5,0.2,4.8,4.6,999,1022,19.9,18.8,999,99
86,8,12,23,110,4,5,0.2,7.1,4.2,999,1022.5,19.4,18.9,999,99
86,8,13,0,90,3,4,0.1,7.7,3.6,999,1023.1,19,18.8,999,99
86,8,13,1,90,3,3,0.2,2.8,3.5,999,1023.6,18.7,18.7,999,99
86,8,13,2,100,2,3,0.1,6.7,3.6,999,1024,18.4,18.3,999,99
86,8,13,3,0,0,1,0.1,6.7,3.6,999,1024.5,18.2,18.3,999,99
86,8,13,4,0,0,0,0.1,7.1,4.5,999,1024.7,18.3,18.4,999,99
86,8,13,5,160,3,3,0.1,5.6,5,999,1024.6,18.7,18.4,999,99
86,8,13,6,200,1,1,0.2,5.9,5.1,999,1024.6,18.3,18.3,999,99
86,8,13,7,270,1,1,0.2,5.3,4.9,999,1024.7,17.8,18.2,999,99
86,8,13,8,0,0,0,0.2,5.3,5.1,999,1024.5,17.5,18.2,999,99
86,8,13,9,230,1,1,0.2,6.3,4.8,999,1024.8,17.5,18,999,99
86,8,13,10,60,2,2,0.2,5,4.3,999,1025.1,17.5,17.9,999,99
86,8,13,11,60,2,2,0.2,4.5,4.1,999,1025.4,17.3,17.7,999,99
86,8,13,12,350,1,2,0.2,4.5,3.8,999,1025.8,17.4,18.1,999,99
86,8,13,13,40,2,3,0.2,7.7,3.9,999,1025.8,18,18.5,999,99
86,8,13,14,50,2,2,0.2,7.1,4.2,999,1025.8,19.1,18.6,999,99
86,8,13,15,50,1,2,0.2,4.2,3.9,999,1025.9,19.9,18.8,999,99
86,8,13,16,0,0,1,0.2,5.9,4.3,999,1025.8,21,18.7,999,99
86,8,13,17,130,1,2,0.2,6.3,4.6,999,1025.6,20.8,19,999,99
86,8,13,18,150,2,3,0.2,5.9,4.6,999,1025.1,20.6,18.9,999,99
86,8,13,19,140,3,4,0.2,6.7,4.5,999,1024.4,20.6,18.8,999,99
86,8,13,20,120,4,5,0.2,6.7,4.8,999,1024,19.9,18.9,999,99
86,8,13,21,120,4,4,0.2,5,4.3,999,1023.4,20.6,18.9,999,99
86,8,13,22,130,4,5,0.2,5.3,3.7,999,1023.2,20.6,18.9,999,99
86,8,13,23,120,4,4,0.2,2.6,3.4,999,1023.3,20.3,18.9,999,99
86,8,14,0,120,4,5,0.2,2.7,3.2,999,1023.5,19.5,18.7,999,99
86,8,14,1,130,4,4,0.2,3.1,3.2,999,1023.6,18.8,18.7,999,99
86,8,14,2,110,3,4,0.2,3.1,3.3,999,1023.5,18.6,18.7,999,99
86,8,14,3,110,3,3,0.2,3.1,3.4,999,1023.3,18.3,18.7,999,99
86,8,14,4,110,3,3,0.2,3.2,3.4,999,1023.4,18.3,18.6,999,99
86,8,14,5,130,2,2,0.2,3.1,3.5,999,1023.2,18.2,18.6,999,99
86,8,14,6,0,0,0,0.2,6.3,3.7,999,1023.1,17.4,18.4,999,99
86,8,14,7,170,1,1,0.2,6.3,4.1,999,1022.7,17.2,18.3,999,99
86,8,14,8,240,1,1,0.2,5.6,4.3,999,1022.5,17.2,18.3,999,99
86,8,14,9,180,1,2,0.2,3.6,4.2,999,1022.5,17.2,18.3,999,99
86,8,14,10,150,1,1,0.3,3.6,3.8,999,1022.6,17.2,18.3,999,99
86,8,14,11,90,3,3,0.3,3.6,3.7,999,1022.4,17.2,18.3,999,99
86,8,14,12,80,3,3,0.2,3.6,3.5,999,1022.9,17.7,18.4,999,99
86,8,14,13,80,3,3,0.2,3.4,3.4,999,1023.2,18.1,18.7,999,99
86,8,14,14,80,2,3,0.2,3.3,3.4,999,1023.1,19,18.8,999,99
86,8,14,15,90,1,2,0.2,3.3,3.3,999,1023,19.8,18.8,999,99
86,8,14,16,90,2,2,0.1,4,3.5,999,1022.9,20.3,19,999,99
86,8,14,17,100,2,3,0.1,3.3,3.5,999,1022.6,20.3,19,999,99
86,8,14,18,110,3,3,0.1,3.6,3.5,999,1022.3,20.6,19.1,999,99
86,8,14,19,110,2,3,0.2,3.2,3.5,999,1021.6,20.9,19.5,999,99
86,8,14,20,110,4,4,0.2,3.3,3.8,999,1020.8,20.6,19.5,999,99
86,8,14,21,120,3,3,0.2,3.4,3.7,999,1020.1,21,19.5,999,99
86,8,14,22,120,3,4,0.2,3.3,3.6,999,1019.6,21.1,19.5,999,99
86,8,14,23,120,3,4,0.2,3.7,3.7,999,1019.5,20.6,19.1,999,99
86,8,15,0,130,3,3,0.3,3.8,3.7,999,1019.7,19.1,19.1,999,99
86,8,15,1,110,2,3,0.3,4.2,3.8,999,1020,18.7,19.1,999,99
86,8,15,2,110,3,3,0.4,4,3.9,999,1019.7,18.4,19.1,999,99
86,8,15,3,110,2,3,0.3,4.2,3.9,999,1019.5,18.3,19.1,999,99
86,8,15,4,110,2,3,0.3,4.5,3.9,999,1019.2,18.3,19.1,999,99
86,8,15,5,220,2,3,0.2,4.3,4.3,999,1019.6,17.2,19,999,99
86,8,15,6,140,1,1,0.3,4.3,4.3,999,1019.4,17.3,19,999,99
86,8,15,7,250,1,1,0.2,4.2,4.3,999,1019.2,16.7,18.8,999,99
86,8,15,8,0,0,0,0.2,4.3,4.3,999,1018.7,16.4,18.8,999,99
86,8,15,9,230,2,2,0.2,4.8,4.4,999,1018.9,16.4,19,999,99
86,8,15,10,0,0,1,0.3,4.5,4.3,999,1019,16.5,19,999,99
86,8,15,11,180,1,2,0.3,4.8,4.4,999,1019.1,17.1,18.9,999,99
86,8,15,12,150,2,2,0.3,4.5,4.2,999,1019.1,18.2,18.8,999,99
86,8,15,13,130,1,2,0.3,4.5,4.2,999,1019.1,18.7,18.8,999,99
86,8,15,14,160,2,2,0.3,5.3,4.3,999,1019.1,19.1,18.9,999,99
86,8,15,15,120,3,3,0.3,5,4.2,999,1018.7,19.6,19,999,99
86,8,15,16,120,4,5,0.2,4.8,4.1,999,1018.5,20.3,19.1,999,99
86,8,15,17,120,4,5,0.3,5,4.2,999,1018,20.6,19.4,999,99
86,8,15,18,130,5,6,0.3,4.5,4.2,999,1017.1,20.6,19.6,999,99
86,8,15,19,140,6,6,0.3,4.3,3.6,999,1016.3,20.6,19.5,999,99
86,8,15,20,150,6,7,0.3,3.8,3.5,999,1015.8,21.3,19.4,999,99
86,8,15,21,150,7,8,0.3,2.9,3.5,999,1014.7,20.8,19.5,999,99
86,8,15,22,140,7,8,0.4,2.9,3.3,999,1014.3,20.6,19.1,999,99
86,8,15,23,140,5,5,0.4,3.3,3.6,999,1014.7,20.6,19,999,99
86,8,16,0,140,4,5,0.4,4.8,3.8,999,1014.7,21.1,19,999,99
86,8,16,1,150,5,6,0.4,4.3,3.9,999,1015,20.3,18.8,999,99
86,8,16,2,150,5,6,0.3,4.2,3.9,999,1015.3,19.5,18.8,999,99
86,8,16,3,140,4,4,0.3,3.7,4.1,999,1015.1,18.7,18.7,999,99
86,8,16,4,130,3,4,0.3,3.7,3.9,999,1015.2,18.3,18.7,999,99
86,8,16,5,150,4,5,0.2,4.2,4,999,1015.2,18.3,18.3,999,99
86,8,16,6,170,5,6,0.3,3.8,3.7,999,1014.4,18.3,18,999,99
86,8,16,7,170,4,5,0.3,3.3,4,999,1014,18.3,18,999,99
86,8,16,8,180,5,5,0.2,5.6,3.9,999,1013.9,18.2,18,999,99
86,8,16,9,200,4,5,0.2,5.3,4.1,999,1013.7,18.1,18,999,99
86,8,16,10,200,3,4,0.2,5.9,4.2,999,1013.4,18.2,18,999,99
86,8,16,11,200,4,5,0.2,5.6,4.5,999,1013.4,18.3,18.4,999,99
86,8,16,12,190,5,5,0.2,4.5,4.1,999,1013.2,18.8,18.7,999,99
86,8,16,13,200,3,4,0.3,2.7,3.6,999,1013.3,18.8,18.7,999,99
86,8,16,14,200,3,3,99,99,99,999,1013.5,18.9,18.8,999,99
86,8,16,15,220,2,3,0.2,4.3,4,999,1013.9,19.5,18.8,999,99
86,8,16,16,180,3,4,0.2,4.2,3.8,999,1013.5,20.3,18.9,999,99
86,8,16,17,200,5,5,0.2,4,4,999,1013.3,21.2,19,999,99
86,8,16,19,999,99,99,0.2,8.3,4.5,999,1012.8,999,19,999,99
86,8,16,20,210,3,4,0.2,8.3,4.6,999,1012.5,23.2,19.1,999,99
86,8,16,21,220,2,3,0.2,8.3,4.7,999,1012.5,22.2,19.1,999,99
86,8,16,22,220,3,3,0.2,8.3,5.2,999,1012.3,23.4,19.1,999,99
86,8,16,23,220,2,2,0.2,8.3,5,999,1012.4,22.4,19.5,999,99
86,8,17,0,200,5,6,0.2,4,4.7,999,1012.5,21.4,19.3,999,99
86,8,17,1,180,4,4,0.2,8.3,4.9,999,1012.9,21,19.3,999,99
86,8,17,2,190,4,5,0.2,7.7,5,999,1013.2,20.4,19.1,999,99
86,8,17,3,200,4,4,0.2,4.5,4.8,999,1013.3,20,19.1,999,99
86,8,17,4,210,5,5,0.2,10,5.4,999,1013.3,19.9,19.1,999,99
86,8,17,5,200,4,4,0.1,9.1,5.5,999,1013.4,19.8,19,999,99
86,8,17,6,230,5,6,0.2,9.1,6.3,999,1013.5,20,19,999,99
86,8,17,7,230,4,4,0.2,9.1,6.6,999,1013.7,20.4,19,999,99
86,8,17,8,210,4,4,0.2,8.3,6.4,999,1013.5,20.6,19,999,99
86,8,17,9,220,2,3,0.2,8.3,7.4,999,1014,19.9,19,999,99
86,8,17,10,230,3,3,0.3,8.3,6.9,999,1014.3,19,18.8,999,99
86,8,17,11,240,4,4,0.3,8.3,7.1,999,1014.7,20.2,18.8,999,99
86,8,17,12,240,2,3,0.4,9.1,7.1,999,1014.8,20,19,999,99
86,8,17,13,250,1,2,0.4,8.3,7.5,999,1015,19.8,19,999,99
86,8,17,14,250,1,2,0.4,10,6.8,999,1014.8,20.3,19.3,999,99
86,8,17,15,320,1,1,0.5,10,7.7,999,1015,22.8,19.5,999,99
86,8,17,16,0,0,0,0.4,10,6.8,999,1015.5,24.7,19.6,999,99
86,8,17,17,50,2,2,0.3,10,6.2,999,1015.4,25.2,20.7,999,99
86,8,17,18,60,2,3,0.4,10,7.1,999,1015.1,23.9,20.6,999,99
86,8,17,19,80,3,4,0.4,10,7.9,999,1014.9,22.1,20.3,999,99
86,8,17,20,60,3,3,0.4,9.1,7.1,999,1014.9,20.5,20.3,999,99
86,8,17,21,10,1,2,0.5,9.1,7.4,999,1015.4,20.3,19.8,999,99
86,8,17,22,290,2,3,0.5,9.1,7.1,999,1015.5,19.9,20.3,999,99
86,8,17,23,0,0,0,0.5,8.3,7,999,1015.1,19.9,20,999,99
86,8,18,0,0,0,0,0.6,9.1,8.1,999,1015,19.9,19.8,999,99
86,8,18,1,0,0,0,0.6,8.3,7.4,999,1015.1,19.8,19.8,999,99
86,8,18,2,0,0,1,0.6,9.1,7.4,999,1015.5,19.8,19.8,999,99
86,8,18,3,0,0,0,0.6,9.1,7.5,999,1015.8,19.6,19.8,999,99
86,8,18,4,60,2,2,0.5,10,7.4,999,1015.5,19.5,19.8,999,99
86,8,18,5,70,2,3,0.4,10,7.4,999,1015.3,19.6,19.7,999,99
86,8,18,6,0,0,1,0.4,10,7.8,999,1015.5,19.8,19.7,999,99
86,8,18,7,0,0,1,0.4,9.1,7.7,999,1014.9,19.8,19.8,999,99
86,8,18,8,90,3,3,0.4,9.1,8.1,999,1014.8,19.8,19.7,999,99
86,8,18,9,0,0,0,0.4,9.1,8.1,999,1014.8,20.2,19.8,999,99
86,8,18,10,0,0,0,0.5,9.1,8,999,1014.8,20.3,19.8,999,99
86,8,18,11,300,2,3,0.4,8.3,7.6,999,1014.6,19.6,19.7,999,99
86,8,18,12,0,0,1,0.5,9.1,7.7,999,1015,19.6,19.7,999,99
86,8,18,13,300,2,3,0.5,8.3,7.4,999,1015,19.2,19.8,999,99
86,8,18,14,20,1,4,0.6,8.3,7.4,999,1015.4,18.9,19.7,999,99
86,8,18,15,40,2,3,0.5,8.3,7.6,999,1015.1,18.7,19.7,999,99
86,8,18,16,20,3,3,0.4,9.1,7.5,999,1014.7,18.8,19.5,999,99
86,8,18,17,30,5,6,0.4,9.1,7.2,999,1015.2,19.1,19.6,999,99
86,8,18,18,30,5,6,0.4,9.1,7.3,999,1014.6,19,19.6,999,99
86,8,18,19,40,4,5,0.4,8.3,6,999,1014.4,19,19.6,999,99
86,8,18,20,40,5,6,0.4,8.3,5.4,999,1014.1,18.6,19.6,999,99
86,8,18,21,30,5,6,0.4,8.3,4,999,1013.8,18.7,19.5,999,99
86,8,18,22,30,5,6,0.4,8.3,4.8,999,1013.2,19.5,19.1,999,99
86,8,18,23,30,5,5,0.4,8.3,5,999,1012.5,19.1,19.1,999,99
86,8,19,0,10,6,7,0.5,9.1,4.3,999,1012.6,19,19,999,99
86,8,19,1,30,9,11,0.6,8.3,3.9,999,1012.6,19.1,19,999,99
86,8,19,2,50,9,10,0.8,3.3,3.7,999,1012.5,18.8,19.1,999,99
86,8,19,3,0,7,9,0.8,4.2,4,999,1012.4,18.7,19.1,999,99
86,8,19,4,20,10,11,1,4.5,4.1,999,1011.8,18,19.1,999,99
86,8,19,5,10,10,13,1.1,5,4.1,999,1012,17.2,19,999,99
86,8,19,6,20,10,11,1,5,4.2,999,1011.9,17.2,19.1,999,99
86,8,19,7,40,10,12,1.3,5.6,4.6,999,1011.9,17.2,19,999,99
86,8,19,8,30,9,11,1.3,6.3,4.7,999,1012.1,17.3,19,999,99
86,8,19,9,30,9,10,1.3,5.6,4.8,999,1012.7,17.4,19,999,99
86,8,19,10,30,9,10,1.4,6.7,4.9,999,1013.2,17.4,18.8,999,99
86,8,19,11,10,9,11,1.5,5.9,4.9,999,1013.7,17.5,18.7,999,99
86,8,19,12,20,9,11,1.6,5.9,5.1,999,1014.4,17.4,18.3,999,99
86,8,19,13,20,8,9,1.7,7.1,5.2,999,1014.9,17.4,18.2,999,99
86,8,19,14,10,8,9,1.8,7.1,5.4,999,1015.7,17.2,18,999,99
86,8,19,15,20,7,8,1.8,7.7,5.4,999,1016.4,17.5,17.9,999,99
86,8,19,16,40,5,6,1.8,8.3,5.9,999,1017.1,17.5,17.9,999,99
86,8,19,17,50,3,4,1.8,8.3,6.3,999,1017.3,18.8,18.2,999,99
86,8,19,18,50,6,7,1.6,7.7,6.3,999,1017.7,19.3,18.3,999,99
86,8,19,19,60,2,3,1.8,8.3,6.6,999,1017.9,18.2,18.4,999,99
86,8,19,20,60,3,3,2,8.3,7.2,999,1017.9,19.7,18.4,999,99
86,8,19,21,70,3,4,2.2,9.1,7.6,999,1018.5,21.1,18.7,999,99
86,8,19,22,70,4,5,1.9,10,7.3,999,1019,19.8,18.7,999,99
86,8,19,23,70,2,2,1.8,9.1,7,999,1019.5,19.8,18.8,999,99
86,8,20,0,90,1,2,1.9,9.1,7.3,999,1020,19.8,18.7,999,99
86,8,20,1,90,2,3,2.2,10,7.5,999,1020.5,19.3,18.7,999,99
86,8,20,2,90,1,2,1.8,9.1,6.9,999,1020.9,19.1,18.7,999,99
86,8,20,3,90,2,3,1.8,9.1,7,999,1020.8,19.6,18.4,999,99
86,8,20,4,90,2,2,1.9,10,7.2,999,1021,19.5,18.3,999,99
86,8,20,5,70,3,4,1.9,10,7.6,999,1021.3,19.3,18.3,999,99
86,8,20,6,60,3,4,1.8,9.1,7.5,999,1021.7,18.8,18.3,999,99
86,8,20,7,60,4,5,1.7,9.1,7.5,999,1022,18.7,18.3,999,99
86,8,20,8,60,4,5,1.6,7.7,7.4,999,1022.3,18.1,18.3,999,99
86,8,20,9,60,4,4,1.7,9.1,7.8,999,1022.7,17.9,18.1,999,99
86,8,20,10,60,3,4,1.7,9.1,7.5,999,1023.5,17.6,18,999,99
86,8,20,11,60,3,4,1.7,9.1,7.4,999,1024,17.5,18,999,99
86,8,20,12,40,3,4,1.6,9.1,7.3,999,1024.4,18,18,999,99
86,8,20,13,50,4,4,1.7,9.1,7.2,999,1024.6,18.8,18,999,99
86,8,20,14,50,4,5,1.7,9.1,7,999,1024.9,19.1,18.2,999,99
86,8,20,15,40,3,4,1.6,10,7,999,1025,19.7,18.3,999,99
86,8,20,16,50,3,4,1.6,9.1,7.1,999,1024.9,19.7,18.4,999,99
86,8,20,17,60,5,5,1.5,9.1,6.8,999,1024.8,19.5,18.6,999,99
86,8,20,18,70,5,6,1.3,9.1,6.7,999,1024.9,19,18.7,999,99
86,8,20,19,70,4,5,1.2,7.7,6.2,999,1024.9,19.5,18.7,999,99
86,8,20,20,70,4,4,1.1,7.7,6.3,999,1025.1,19.8,18.8,999,99
86,8,20,21,80,3,4,1.2,9.1,6.6,999,1025.1,19.8,18.8,999,99
86,8,20,22,80,4,4,1.1,9.1,6.8,999,1025.1,18.8,18.7,999,99
86,8,20,23,90,4,4,1,9.1,6.2,999,1025.2,18.7,18.2,999,99
86,8,21,0,90,4,4,1.1,9.1,6.6,999,1025.4,18,18.3,999,99
86,8,21,1,80,3,3,1.1,8.3,6.5,999,1026.1,17.6,18.3,999,99
86,8,21,2,0,0,0,1.1,8.3,6.3,999,1026.1,17.6,18.7,999,99
86,8,21,3,0,0,1,1.3,7.7,7,999,1025.9,17.6,18.8,999,99
86,8,21,4,0,0,0,1.4,9.1,7.1,999,1025.8,17.5,18.8,999,99
86,8,21,5,0,0,0,1.3,8.3,7.1,999,1026,17.5,18.8,999,99
86,8,21,6,0,0,1,1.3,9.1,7.1,999,1025.9,17.3,18.8,999,99
86,8,21,7,60,2,2,1.2,8.3,7.2,999,1025.8,16.9,18.8,999,99
86,8,21,8,70,1,2,1.2,11.1,7.5,999,1025.6,16.8,18.7,999,99
86,8,21,9,70,3,3,1.1,10,7.5,999,1025.3,16.7,18.7,999,99
86,8,21,10,70,3,3,1.1,10,7.6,999,1025.4,16.7,18.3,999,99
86,8,21,11,70,3,3,1.4,10,8.2,999,1025.6,16.8,18.3,999,99
86,8,21,12,80,3,4,1.2,10,8,999,1026,17.5,18.2,999,99
86,8,21,13,330,3,4,1.4,9.1,7.9,999,1025.7,18,18.1,999,99
86,8,21,14,280,3,4,1.3,9.1,7.8,999,1025.6,17.5,18.7,999,99
86,8,21,15,260,3,4,1.3,10,7.8,999,1025.4,17.8,18.8,999,99
86,8,21,16,260,3,4,1.3,10,7.9,999,1025.3,18.1,19,999,99
86,8,21,17,270,4,5,1.2,10,7.6,999,1024.7,18.3,19.1,999,99
86,8,21,18,290,4,4,1.3,11.1,8,999,1023.8,18.3,19.1,999,99
86,8,21,19,90,3,4,1.1,11.1,7.6,999,1023.4,19.6,19,999,99
86,8,21,20,100,4,4,1.2,11.1,8.2,999,1022.9,19.5,19,999,99
86,8,21,21,100,4,4,1.4,11.1,9,999,1022.5,19.1,19,999,99
86,8,21,22,110,4,5,1.3,11.1,9,999,1022.3,19.1,18.8,999,99
86,8,21,23,130,5,6,1.4,11.1,9,999,1021.9,18.7,18.8,999,99
86,8,22,0,140,4,6,1.4,10,8.8,999,1021.3,18.3,18.8,999,99
86,8,22,1,170,3,4,1.5,11.1,8.7,999,1021.7,18.3,18.8,999,99
86,8,22,2,180,2,3,1.3,11.1,8.4,999,1021.3,18.1,18.8,999,99
86,8,22,3,210,3,3,1.5,9.1,8.5,999,1021.1,17.2,18.8,999,99
86,8,22,4,220,1,1,1,11.1,8,999,1020.3,16.7,18.8,999,99
86,8,22,5,230,1,2,1.2,11.1,8.1,999,1020.3,16.7,18.8,999,99
86,8,22,6,240,1,2,1,11.1,7.7,999,1019.2,16.7,18.8,999,99
86,8,22,7,240,2,3,0.9,11.1,7.7,999,1018.9,16.7,18.8,999,99
86,8,22,8,110,1,1,0.9,12.5,7.9,999,1018.7,17.1,18.8,999,99
86,8,22,9,90,1,2,1,12.5,8.3,999,1018.5,16.9,18.7,999,99
86,8,22,10,90,2,3,1,12.5,9.1,999,1019,16.8,18.7,999,99
86,8,22,11,100,2,2,1.2,11.1,9.5,999,1019.3,16.9,18.7,999,99
86,8,22,12,240,1,1,1.3,11.1,9.3,999,1019.5,17.9,18.7,999,99
86,8,22,13,250,1,2,1.4,10,9.6,999,1019.7,18.6,18.7,999,99
86,8,22,14,0,0,1,1.4,14.3,9.1,999,1019.8,20.3,19,999,99
86,8,22,15,260,1,1,1.4,14.3,9,999,1020,20.6,19.2,999,99
86,8,22,16,0,0,0,1.1,14.3,8.5,999,1019.6,21.4,19.5,999,99
86,8,22,17,240,2,2,1.2,14.3,8.7,999,1019.4,20.7,20.2,999,99
86,8,22,18,90,4,5,1.2,14.3,8.2,999,1019.3,21.7,19.8,999,99
86,8,22,19,70,3,4,1.2,12.5,8.8,999,1019.3,21.8,19.9,999,99
86,8,22,20,90,2,3,1.4,14.3,10,999,1019.2,22.2,19.9,999,99
86,8,22,21,80,1,1,1.4,14.3,10.1,999,1019.3,22.6,19.9,999,99
86,8,22,22,0,0,1,1.5,12.5,10.6,999,1019.8,23.5,20.2,999,99
86,8,22,23,90,1,2,1.5,12.5,10.5,999,1020.4,22,19.9,999,99
86,8,23,0,100,1,1,1.6,12.5,10.9,999,1020.7,20.2,19.9,999,99
86,8,23,1,0,0,0,1.6,14.3,10.8,999,1021.3,19.7,19.8,999,99
86,8,23,2,260,1,2,1.7,14.3,10.6,999,1021.9,19.5,19.8,999,99
86,8,23,3,270,1,1,1.4,14.3,10,999,1021.7,19.4,19.6,999,99
86,8,23,4,270,2,2,1.4,14.3,9.4,999,1021.8,19.1,19.6,999,99
86,8,23,5,280,3,3,1.2,14.3,8.8,999,1021.7,19.1,19.5,999,99
86,8,23,6,310,3,4,1.2,12.5,8.8,999,1021.1,19.2,19.5,999,99
86,8,23,7,0,3,4,1.2,14.3,9.5,999,1020.9,18.1,19.5,999,99
86,8,23,8,40,4,5,1.2,12.5,9.8,999,1020.7,17.9,19.5,999,99
86,8,23,9,50,4,4,1.3,14.3,10,999,1020.6,18,19.5,999,99
86,8,23,10,70,2,3,1.5,12.5,10.5,999,1021.1,18,19.5,999,99
86,8,23,11,70,2,2,1.4,12.5,10.4,999,1021.8,18.2,19.2,999,99
86,8,23,12,70,3,4,1.3,12.5,9.3,999,1021.7,18.7,19.1,999,99
86,8,23,13,70,3,4,1.3,12.5,8.1,999,1021,18.8,19,999,99
86,8,23,14,70,3,4,1.2,12.5,7.8,999,1020.8,18.9,19.2,999,99
86,8,23,15,80,3,4,1.3,14.3,7.9,999,1020.2,19.3,19.5,999,99
86,8,23,16,110,4,5,1.2,12.5,7.4,999,1019.4,19.5,19.5,999,99
86,8,23,17,110,5,6,1.3,12.5,7.7,999,1018.2,19.5,19.6,999,99
86,8,23,18,110,6,7,1.3,12.5,7.7,999,1017.2,19.1,19.5,999,99
86,8,23,19,110,7,8,1.3,12.5,7.1,999,1016.2,19,19.5,999,99
86,8,23,20,110,7,8,1.1,14.3,6.3,999,1015.4,19,19.5,999,99
86,8,23,21,120,8,10,1.5,12.5,7.3,999,1013.9,19.5,19.5,999,99
86,8,23,22,130,7,8,1.4,12.5,7,999,1013.3,20.1,19.1,999,99
86,8,23,23,140,8,9,1.5,11.1,7.3,999,1013,19.6,19,999,99
86,8,24,0,140,7,8,1.5,11.1,7.7,999,1012.6,19,18.9,999,99
86,8,24,1,150,7,8,1.5,12.5,7.4,999,1012.3,18.3,18.8,999,99
86,8,24,2,150,7,8,1.5,12.5,7.4,999,1011.4,17.7,18.9,999,99
86,8,24,3,150,8,9,1.4,12.5,7,999,1009.8,17.5,18.8,999,99
86,8,24,4,150,8,10,1.3,12.5,6.4,999,1008.5,18,18.8,999,99
86,8,24,5,150,9,10,1.3,12.5,6.2,999,1006.4,18.9,18.8,999,99
86,8,24,6,160,9,11,1.3,12.5,6,999,1004.9,19.5,18.8,999,99
86,8,24,7,170,9,11,1.3,12.5,6,999,1003.6,19.3,18.7,999,99
86,8,24,8,180,9,12,1.2,12.5,5.2,999,1002.6,18.4,18.7,999,99
86,8,24,9,190,12,15,1.3,12.5,5.2,999,1001.4,18.3,18.6,999,99
86,8,24,10,200,9,12,1.3,12.5,5,999,1002.1,18.3,18.3,999,99
86,8,24,11,240,9,10,1.1,11.1,6.1,999,1002.4,19,18.2,999,99
86,8,24,12,250,10,12,1.1,11.1,6.3,999,1002.4,18.7,17.2,999,99
86,8,24,13,260,10,12,1.3,11.1,5.5,999,1002.5,18.8,17.2,999,99
86,8,24,14,260,10,13,1.3,11.1,5.4,999,1002.4,19,17.3,999,99
86,8,24,15,270,12,14,1.3,11.1,5.6,999,1002.4,19.5,17.5,999,99
86,8,24,16,270,11,13,1.3,11.1,5.1,999,1002.4,19.1,17.2,999,99
86,8,24,17,260,11,14,1.2,12.5,4.9,999,1002.4,19.1,17.2,999,99
86,8,24,18,270,10,12,1.3,12.5,5.4,999,1002.7,19,16.9,999,99
86,8,24,19,270,11,14,1.2,12.5,4.7,999,1002.7,18.8,16.7,999,99
86,8,24,20,270,10,12,1.1,12.5,4.7,999,1002.8,18.8,16.7,999,99
86,8,24,21,280,9,11,1.1,12.5,4.6,999,1003.2,18.7,16.7,999,99
86,8,24,22,270,11,14,1.1,12.5,4.3,999,1003.5,18.3,16.6,999,99
86,8,24,23,270,12,16,1.1,11.1,4.4,999,1004.1,16.8,16.5,999,99
86,8,25,0,270,11,14,1,11.1,4.3,999,1004.9,16.2,16.4,999,99
86,8,25,1,270,12,16,1,11.1,4.7,999,1005.5,15.9,16.4,999,99
86,8,25,2,270,11,16,0.9,10,4.4,999,1005.8,15.8,16.4,999,99
86,8,25,3,260,12,15,1,3.7,4.2,999,1005.5,15.7,16.5,999,99
86,8,25,4,260,11,13,1,11.1,4.5,999,1005.5,15.3,16.5,999,99
86,8,25,5,260,11,12,0.9,12.5,4.3,999,1005.6,15.2,16.4,999,99
86,8,25,6,260,10,12,0.8,11.1,3.9,999,1005.5,15.1,16.2,999,99
86,8,25,7,260,10,13,0.7,12.5,3.9,999,1005.8,15.1,16.2,999,99
86,8,25,8,260,9,10,0.6,12.5,3.8,999,1006.5,14.9,16,999,99
86,8,25,9,260,9,11,0.6,11.1,3.9,999,1007.2,15.1,15.9,999,99
86,8,25,10,270,9,11,0.6,11.1,3.9,999,1008.3,15.2,15.9,999,99
86,8,25,11,270,10,13,0.7,11.1,3.8,999,1009.2,15.6,15.6,999,99
86,8,25,12,280,9,11,0.7,11.1,3.6,999,1010,15.6,15.6,999,99
86,8,25,13,280,11,14,0.7,11.1,4.1,999,1010.5,16.3,15.6,999,99
86,8,25,14,290,10,13,0.8,3.4,3.9,999,1011.5,16.2,15.6,999,99
86,8,25,15,290,11,14,0.8,3.7,4,999,1011.5,16.6,15.4,999,99
