Month-Year,Farm Operator,Product Name,EPA Reg. No.,Total Used (Gallons),Total Used (Pounds),A.I. (1) Name,A.I. (1) Pounds,A.I. (2) Name,A.I. (2) Pounds,A.I. (3) Name,A.I. (3) Pounds,Total area applied to ,Field area applied to
04/01/2015 12:00:00 AM,Syngenta,Besiege,100-1402,6.35,,Lambda-Cyhalothrin,2.65,Chlorantraniliprole,5.3,,,81.3,81.3
04/01/2015 12:00:00 AM,Syngenta,Callisto EUP,100-EUP-114,0.09,,Mesotrione,0.36,,,,,2,2
04/01/2015 12:00:00 AM,Syngenta,Force 3G,100-1075,,29,Tefluthrin,0.87,,,,,5.8,5.8
04/01/2015 12:00:00 AM,Syngenta,Lorsban Advanced,62719-591,52.48,,Chlorpyrifos,197.06,,,,,209.9,147.6
04/01/2015 12:00:00 AM,Syngenta,Lumax EZ,100-1442,90.41,,S-Metolachlor,225.12,Atrazine,84.53,Mesotrione,22.51,120.55,120.55
04/01/2015 12:00:00 AM,Syngenta,Mustang,279-3126,0.02,,S-Cyano Methyl,0.03,,,,,1,1
04/01/2015 12:00:00 AM,Syngenta,Mustang,279-3126,2.63,,Zeta-Cypermethrin,3.95,,,,,112.2,112.2
04/01/2015 12:00:00 AM,Syngenta,Permethrin,34704-873,0.14,,Permethrin,0.45,,,,,3,3
04/01/2015 12:00:00 AM,Syngenta,Warrior II,100-1295,2.62,,Lambda-Cyhalothrin,5.45,,,,,209.47,189.57
04/01/2015 12:00:00 AM,BASF Plant Science,Atrazine 4L,34704-69,0.6,,"Atrazine:(2-Chloro-4-ethylamino-6-isopropylamino-s-triazine 42.6, Related compounds 0.9%",2.5,,,,,2.5,2.5
04/01/2015 12:00:00 AM,BASF Plant Science,Baythroid XL,264-840,0.0109,,"Beta-cyfluthrin Cyano(4-fluoro-3-phenoxyphenyl)methyl-3-(2,2-dichloro-ethenyl)-2,2-dimethyl-cyclopropanecarboxylate 12.70%",0.0109,,,,,0.5,0.5
04/01/2015 12:00:00 AM,BASF Plant Science,Lannate LV,352-384,0.75, ,Methomyl (S-methyl-N-[(methylcarbamoyl)oxy]thioacetimidate) 29%,1.8,,,,,2,2
04/01/2015 12:00:00 AM,BASF Plant Science,Lorsban Advanced,62719-591,3,,"chlorpyrifos: O,O-diethyl-O-(3,5,6-trichloro-2-pyridinyl)phosphorothioate 40.2%",11.25,,,,,6,4
04/01/2015 12:00:00 AM,BASF Plant Science,Mustang,279-3126,0.05,,"S-Cyano (3-phenoxyphenyl)methyl(+-) cis/trans 3-(2,2-dichloroethenyl)-2,2 dimethylcyclopropane carboxylate 17.1%",0.09,,,,,1.85,1.6
04/01/2015 12:00:00 AM,BASF Plant Science,Besiege,100-1402,0.05,,Lambda-Cyhalothrin,0.021,Chlorantraniliprole,0.042,,,0.9,0.9
04/01/2015 12:00:00 AM,DuPont Pioneer,Dual II Magnum,100-818,1.95,,S-metolachlor,14.898,,,,,7.8,7.8
04/01/2015 12:00:00 AM,DuPont Pioneer,Force 3G,100-1075-5481,,48.677,Tefluthrin,1.4603,,,,,8.94,8.94
04/01/2015 12:00:00 AM,DuPont Pioneer,Gramoxone SL 2.0,100-1431,0.9864,,Paraquat dichloride,1.9728,,,,,3.95,3.95
04/01/2015 12:00:00 AM,DuPont Pioneer,Mustang Maxx,279-3426,0.2281,,Zeta-cypermethrin,0.1825,,,,,7.3,7.3
05/01/2015 12:00:00 AM,BASF Plant Science,Atrazine 4L,34704-69,0.5,,"Atrazine:(2-Chloro-4-ethylamino-6-isopropylamino-s-triazine 42.6, Related compounds 0.9%",2,,,,,2,2
05/01/2015 12:00:00 AM,BASF Plant Science,Besiege,100-1402,0.014,,Lambda-Cyhalothrin,0.006,Chlorantraniliprole,0.012,,,0.2,0.2
05/01/2015 12:00:00 AM,Dow AgroSciences,Asana XL,352-515,8.1,,Esfenvalerate,5.4,,,,,115.4,115.4
05/01/2015 12:00:00 AM,Dow AgroSciences,Atrazine 4L,34704-69,1.8,,Atrazine,7,,,,,7,7
05/01/2015 12:00:00 AM,Dow AgroSciences,Baythroid XL,264-840,4.2,,Beta-cyfluthrin,4.2,,,,,193.2,193.2
05/01/2015 12:00:00 AM,Dow AgroSciences,Cobalt Advanced,62719-615,2.6,,Chlorpyrifos,6.4,Lambda-cyhalothrin,0.3,,,9.4,9.4
05/01/2015 12:00:00 AM,Dow AgroSciences,Coragen,352-729,8.5,,Chlorantraniliprole,14.3,,,,,217.4,217.4
05/01/2015 12:00:00 AM,Dow AgroSciences,Dual II Magnum,100-818,13.2,,S-metolachlor,101,,,,,53.9,53.9
05/01/2015 12:00:00 AM,Dow AgroSciences,Force 3G,100-1075,,34,Tefluthrin,1.02,,,,,8.5,8.5
05/01/2015 12:00:00 AM,Dow AgroSciences,Lorsban Advanced,62719-591,0.5,,Chlorpyrifos,1.9,,,,,2.2,2.2
05/01/2015 12:00:00 AM,Dow AgroSciences,Permethrin,34704-873,11.3,,Permethrin,36,,,,,180.1,180.1
05/01/2015 12:00:00 AM,Syngenta,Aatrex Nine-O,100-585,,72.1,Atrazine,63.45,,,,,72.1,72.1
05/01/2015 12:00:00 AM,Syngenta,Asana XL,352-515,1.89,,Esfenvalerate,1.25,,,,,26.9,26.9
05/01/2015 12:00:00 AM,Syngenta,Baythroid XL,264-840,0.06,,B-Cyfluthrin,0.06,,,,,2.96,2.96
05/01/2015 12:00:00 AM,Syngenta,Besiege,100-1402,1.93,,Lambda-Cyhalothrin,0.8,Chlorantraniliprole,1.61,,,24.68,24.68
05/01/2015 12:00:00 AM,Syngenta,EUP Callisto,100-EUP-114,0.19,,Mesotrione,0.76,,,,,2,2
05/01/2015 12:00:00 AM,Syngenta,EUP Callisto,100-EUP-114,0.05,,Mesotrione,0.2,,,,,1,1
05/01/2015 12:00:00 AM,Syngenta,Dual II Magnum,100-818,0.7,,S-Metolachlor,5.35,,,,,4.5,4.5
05/01/2015 12:00:00 AM,Syngenta,Force 3G,100-1075,,19.8,Tefluthrin,0.59,,,,,3.96,3.96
05/01/2015 12:00:00 AM,Syngenta,Lorsban Advanced,62719-591,7.39,,Chlorpyrifos,27.75,,,,,29.55,29.55
05/01/2015 12:00:00 AM,Syngenta,Lumax EZ,100-1442,35.72,,S-Metolachlor,88.94,Atrazine,33.4,Mesotrione,8.89,47.63,47.63
05/01/2015 12:00:00 AM,Syngenta,Permethrin,34707-873,1.09,,Permethrin,3.49,,,,,23.35,23.35
05/01/2015 12:00:00 AM,Syngenta,Warrior II,100-1295,0.82,,Lambda-Cyhalothrin,1.71,,,,,65.35,65.35
05/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,Gramoxone SL 2.0,100-1431,38.75,,Paraquat dichloride,77.5,,,,,129.72,129.72
05/01/2015 12:00:00 AM,DuPont Pioneer,Dual II Magnum,100-818,1.08,,S-metolachlor,8.213,,,,,4.3,4.3
05/01/2015 12:00:00 AM,DuPont Pioneer,Force 3G,100-1075-5481,,15.45,Tefluthrin,0.4635,,,,,2.84,2.84
05/01/2015 12:00:00 AM,DuPont Pioneer,Mustang Maxx,279-3426,0.08,,Zeta-cypermethrin,0.067,,,,,2.68,2.68
06/01/2015 12:00:00 AM,Syngenta,Aatrex Nine-O,100-585,,26.7,Atrazine,23.5,,,,,26.7,26.7
06/01/2015 12:00:00 AM,Syngenta,Asana XL,352-515,0.65,,Esfenvalerate,0.43,,,,,9.3,9.3
06/01/2015 12:00:00 AM,Syngenta,Atrazine 4L,34704-69,4.95,,Atrazine,19.8,,,,,19.8,19.8
06/01/2015 12:00:00 AM,Syngenta,Baythroid XL,264-840,0.21,,B-Cyfluthrin,0.21,,,,,10.96,10.96
06/01/2015 12:00:00 AM,Syngenta,Besiege,100-1402,2.91,,Lambda-Cyhalothrin,1.21,Chlorantraniliprole,2.43,,,37.2,37.2
06/01/2015 12:00:00 AM,Syngenta,Callisto EUP,100-EUP-114,0.19,,Mesotrione,0.76,,,,,2,2
06/01/2015 12:00:00 AM,Syngenta,Callisto EUP,100-EUP-114,0.05,,Mesotrione,0.2,,,,,1,1
06/01/2015 12:00:00 AM,Syngenta,Dual II Magnum,100-818,0.49,,S-Metolachlor,3.74,,,,,3.11,3.11
06/01/2015 12:00:00 AM,Syngenta,Lorsban Advanced,62719-591,2.75,,Chlorpyrifos,10.33,,,,,10.98,10.98
06/01/2015 12:00:00 AM,Syngenta,Lumax EZ,100-1442,15.08,,S-Metolachlor,37.55,Atrazine,14.1,Mesotrione,3.75,20.1,20.1
06/01/2015 12:00:00 AM,Syngenta,Mustang,279-3126,0.03,,S-Cyano Methyl,0.045,,,,,1.01,1.01
06/01/2015 12:00:00 AM,Syngenta,Permethrin,34704-873,0.38,,Permethrin,1.22,,,,,8.11,8.11
06/01/2015 12:00:00 AM,Syngenta,Warrior II,100-1295,0.33,,Lambda-Cyhalothrin,0.69,,,,,26.09,26.09
06/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,Gramoxone SL 2.0,100-1431,17.5,,Paraquat dichloride,35,,,,,46.54,46.54
06/01/2015 12:00:00 AM,Dow AgroSciences,Asana XL,352-515,9,,Esfenvalerate,5.9,,,,,127.9,127.9
06/01/2015 12:00:00 AM,Dow AgroSciences,Baythroid XL,264-840,0.8,,Beta-cyfluthrin,0.8,,,,,38.7,35.2
06/01/2015 12:00:00 AM,Dow AgroSciences,Cobalt Advanced,62719-615,9.1,,Chlorpyrifos,22.7,Lambda-cyhalothrin,1.2,,,33.2,33.2
06/01/2015 12:00:00 AM,Dow AgroSciences,Coragen,352-729,2.5,,Chlorantraniliprole,4.2,,,,,64.2,62
06/01/2015 12:00:00 AM,Dow AgroSciences,Dual II Magnum,100-818,0.4,,S-metolachlor,2.9,,,,,1.5,1.5
06/01/2015 12:00:00 AM,Dow AgroSciences,Force 3G,100-1075,,13.2,Tefluthrin,0.4,,,,,3.2,3.2
06/01/2015 12:00:00 AM,Dow AgroSciences,Lorsban Advanced,62719-591,0.8,,Chlorpyrifos,3.1,,,,,3.3,3.3
06/01/2015 12:00:00 AM,Dow AgroSciences,Mustang,279-3126,0.04,,Zeta-Cypermethrin,0.1,,,,,1.3,1.3
06/01/2015 12:00:00 AM,Dow AgroSciences,Permethrin,34704-873,1.9,,Permethrin,5.9,,,,,29.7,27.9
06/01/2015 12:00:00 AM,DuPont Pioneer,Coragen,352-729,0.1364,,Chlorantraniliprole,0.228,,,,,3.49,3.49
06/01/2015 12:00:00 AM,DuPont Pioneer,Dual II Magnum,100-818,1.56,,S-metolachlor,11.92,,,,,6.46,6.46
06/01/2015 12:00:00 AM,DuPont Pioneer,Force 3G,100-1075-5481,,39.46,Tefluthrin,1.1838,,,,,7.25,7.25
06/01/2015 12:00:00 AM,DuPont Pioneer,Gramoxone SL 2.0,100-1431,2.2425,,Paraquat dichloride,4.485,,,,,8.97,8.97
06/01/2015 12:00:00 AM,DuPont Pioneer,Permethrin,34704-873,0.0426,,Permethrin,0.136,,,,,0.8,0.8
06/01/2015 12:00:00 AM,BASF Plant Science,Warrior II w/Zeon,100-1295,0.02,,"Lambda-cyhalothrin 1,2 22.8%",0.04,,,,,1.5,1.5
07/01/2015 12:00:00 AM,Dow AgroSciences,Asana XL,352-515,2.8,,Esfenvalerate,1.9,,,,,40.2,38.1
07/01/2015 12:00:00 AM,Dow AgroSciences,Baythroid XL,264-840,0.7,,Beta-cyfluthrin,0.7,,,,,29.9,29.9
07/01/2015 12:00:00 AM,Dow AgroSciences,Coragen,352-729,1.3,,Chlorantraniliprole,2.1,,,,,32.1,32.1
07/01/2015 12:00:00 AM,Dow AgroSciences,Gramoxone 2.0 SL,100-1431,0.188,,Paraquat dichloride,0.38,,,,,1,1
07/01/2015 12:00:00 AM,Dow AgroSciences,Lorsban Advanced,62719-591,103.9,,Chlorpyrifos,390.8,,,,,415.7,415.7
07/01/2015 12:00:00 AM,Dow AgroSciences,Permethrin,34704-873,0.1,,Permethrin,0.2,,,,,1,1
07/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,Gramoxone SL 2.0,100-1431,40.75,,Paraquat dichloride,81.5,,,,,133.1,133.1
07/01/2015 12:00:00 AM,Syngenta,Aatrex Nine-O,100-585,,18,Atrazine,15.84,,,,,18,18
07/01/2015 12:00:00 AM,Syngenta,Asana XL,352-515,1.44,,Esfenvalerate,0.95,,,,,20.51,20.51
07/01/2015 12:00:00 AM,Syngenta,Atrazine 4L,34704-69,1,,Atrazine,4,,,,,4.01,4.01
07/01/2015 12:00:00 AM,Syngenta,Baythroid XL,264-840,0.35,,B-Cyfluthrin,0.35,,,,,17.81,17.81
07/01/2015 12:00:00 AM,Syngenta,Besiege,100-1402,1.09,,Lambda-Cyhalothrin,0.45,Chlorantraniliprole,0.91,,,14.01,14.01
07/01/2015 12:00:00 AM,Syngenta,Callisto EUP,100-EUP-114,0.07,,Mesotrione,0.28,,,,,1.5,1.5
07/01/2015 12:00:00 AM,Syngenta,Lorsban Advanced,62719-591,1.79,,Chlorpyrifos,6.72,,,,,7.16,7.16
07/01/2015 12:00:00 AM,Syngenta,Lumax EZ,100-1442,17.6,,S-Metolachlor,43.82,Atrazine,16.46,Mesotrione,4.38,23.47,23.47
07/01/2015 12:00:00 AM,Syngenta,Mustang,279-3126,1,,S-Cyano Methyl,1.5,,,,,32,32
07/01/2015 12:00:00 AM,Syngenta,Permethrin,34704-873,0.34,,Permethrin,1.09,,,,,7.16,7.16
07/01/2015 12:00:00 AM,Syngenta,Warrior II,100-1295,0.53,,Lambda-Cyhalothrin,1.1,,,,,42,42
07/01/2015 12:00:00 AM,BASF Plant Science,Baythroid XL,264-840,0.088,,"Beta-cyfluthrin Cyano(4-fluoro-3-phenoxyphenyl)methyl-3-(2,2-dichloro-ethenyl)-2,2-dimethyl-cyclopropanecarboxylate 12.70%",0.088,,,,,4,2
07/01/2015 12:00:00 AM,BASF Plant Science,Permethrin,34704-873,0.125,,"Permethrin 35.4%, (3-Phenoxyphenyl)methyl (+-) cis-trans 3 -(2,2-dichloroethenyl)-1-1dimethlycyclopropanecarboxylate",0.4,,,,,2,2
08/01/2015 12:00:00 AM,BASF Plant Science,Sniper,34704-858,0.002,,"Bifenthrin: (2 methyl[1, 1'-biphenyl]-3-yl) methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-cyclopropanecarboxylate 25.0%",0.004,,,,,0.1,0.05
08/01/2015 12:00:00 AM,BASF Plant Science,Mustang,279-3126,0.002,,"S-Cyano (3-phenoxyphenyl)methyl(+-) cis/trans 3-(2,2-dichloroethenyl)-2,2 dimethylcyclopropane carboxylate 17.1%",0.002,,,,,0.05,0.05
08/01/2015 12:00:00 AM,Syngenta,Asana XL,352-515,0.14,,esfenvalerate,0.09,,,,,2,2
08/01/2015 12:00:00 AM,Syngenta,ATRAZINE 4L HERBICIDE *,34704-69,5.86,,atrazine,23.44,,,,,23.45,23.45
08/01/2015 12:00:00 AM,Syngenta,BAYTHROID XL *,264-840,0.54,,β-cyfluthrin,0.54,,,,,27.76,27.76
08/01/2015 12:00:00 AM,Syngenta,BESIEGE INSECTICIDE *,100-1402,1.42,,Lambda-cyhalothrin,0.59,chlorantraniliprole,1.19,,,18.12,18.12
08/01/2015 12:00:00 AM,Syngenta,GRAMOXONE SL 2.0 *,100-1431,13.5,,Paraquat dichloride,27,,,,,54,54
08/01/2015 12:00:00 AM,Syngenta,LORSBAN ADVANCED*,62719-591,6.5,,chlorpyrifos,24.41,,,,,26,26
08/01/2015 12:00:00 AM,Syngenta,LUMAX EZ HERBICIDE *,100-1442,5.72,,S-metolachlor,14.24,atrazine,5.35,mesotrione,1.42,7.63,7.63
08/01/2015 12:00:00 AM,Syngenta,MUSTANG INSECTICIDE *,279-3126,0.07,,S-Cyano Methyl,0.11,,,,,2.1,2.1
08/01/2015 12:00:00 AM,Syngenta,MUSTANG INSECTICIDE *,279-3126,0.28,,S-Cyano Methyl,0.42,,,,,12,12
08/01/2015 12:00:00 AM,Syngenta,PERMETHRIN *,34704-873,0.19,,permethrin,0.61,,,,,4,4
08/01/2015 12:00:00 AM,Syngenta,WARRIOR II WITH ZEON TECHNOLOGY *,100-1295,0.14,,Lambda-cyhalothrin,0.29,,,,,11.13,11.13
08/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,Gramoxone SL 2.0,100-1431,32.5,,Paraquat dichloride,65,,,,,102.08,102.08
08/01/2015 12:00:00 AM,DuPont Pioneer,DUPONT CORAGEN INSECT CONTROL*,352-729,0.0937,,chlorantraniliprole,0.1565,,,,,2.4,2.4
08/01/2015 12:00:00 AM,DuPont Pioneer,DUAL II MAGNUM *,100-818,0.653,,s-metolachlor,5,,,,,2.85,2.85
08/01/2015 12:00:00 AM,DuPont Pioneer,FORCE 3G SMARTBOX INSECTICIDE *,100-1075-5481,,20.347,tefluthrin,0.61,,,,,3.74,3.74
08/01/2015 12:00:00 AM,DuPont Pioneer,GRAMOXONE SL 2.0 *,100-1431,0.4,,paraquat dichloride,0.8,,,,,1.6,1.6
08/01/2015 12:00:00 AM,DuPont Pioneer,MUSTANG MAXX INSECTICIDE *,279-3426,0.35,,zeta-cypermethrin,0.28,,,,,11.21,9.82
08/01/2015 12:00:00 AM,DuPont Pioneer,PERMETHRIN *,34704-873,0.1817,,permethrin,0.5814,,,,,3.81,3.81
08/01/2015 12:00:00 AM,Dow AgroSciences,DU PONT ASANA XL INSECTICIDE *,352-515,0.3,,esfenvalerate,0.2,,,,,4.2,4.2
08/01/2015 12:00:00 AM,Dow AgroSciences,COBALT ADVANCED *,62719-615,0.4,,chlorpyrifos,1,lambda-cyhalothrin,0.1,,,1.5,1.5
08/01/2015 12:00:00 AM,Dow AgroSciences,DUPONT CORAGEN INSECT CONTROL*,352-729,0.1,,chlorantraniliprole,0.3,,,,,3.8,3.8
08/01/2015 12:00:00 AM,Dow AgroSciences,GRAMOXONE SL 2.0 *,100-1431,0.25,,paraquat dichloride,0.5,,,,,1,1
08/01/2015 12:00:00 AM,Dow AgroSciences,LORSBAN ADVANCED*,62719-591,5.9,,chlorpyrifos,22.2,,,,,25.8,25.8
09/01/2015 12:00:00 AM,Syngenta,AATREX NINE-O *,100-585,,0.5,atrazine,0.22,,,,,0.5,0.5
09/01/2015 12:00:00 AM,Syngenta,DU PONT ASANA XL INSECTICIDE *,352-515,1.10,,esfenvalerate,0.73,,,,,15.59,15.59
09/01/2015 12:00:00 AM,Syngenta,BAYTHROID XL *,264-840,0.02,,β-cyfluthrin,0.02,,,,,1,1
09/01/2015 12:00:00 AM,Syngenta,BESIEGE INSECTICIDE *,100-1402,1.44,,lambda-cyhalothrin,0.6,chlorantraniliprole,1.2,,,18.42,18.42
09/01/2015 12:00:00 AM,Syngenta,CALLISTO HERBICIDE (For Experimental Use Only) *,100-EUP-114,0.33,,mesotrione,1.32,,,,,3.5,3.5
09/01/2015 12:00:00 AM,Syngenta,CALLISTO HERBICIDE (For Experimental Use Only) *,100-EUP-114,0.05,,mesotrione,0.2,,,,,1.05,1.05
09/01/2015 12:00:00 AM,Syngenta,DUAL II MAGNUM *,100-818,2.35,,s-metolachlor,17.95,,,,,15.05,15.05
09/01/2015 12:00:00 AM,Syngenta,LORSBAN ADVANCED*,62719-591,4.29,,chlorpyrifos,16.11,,,,,17.16,17.16
09/01/2015 12:00:00 AM,Syngenta,MUSTANG INSECTICIDE *,279-3126,0.05,,zeta-cypermethrin,0.08,,,,,2,2
09/01/2015 12:00:00 AM,Syngenta,MUSTANG INSECTICIDE *,279-3126,0.20,,zeta-cypermethrin,0.3,,,,,6.24,6.24
09/01/2015 12:00:00 AM,Syngenta,PERMETHRIN *,34704-873,1.58,,permethrin,5.06,,,,,33.61,33.61
09/01/2015 12:00:00 AM,Syngenta,WARRIOR II WITH ZEON TECHNOLOGY *,100-1295,0.03,,lambda-cyhalothrin,0.06,,,,,3.2,3.2
09/01/2015 12:00:00 AM,Syngenta,WARRIOR II WITH ZEON TECHNOLOGY *,100-1295,0.06,,lambda-cyhalothrin,0.12,,,,,4.96,4.96
09/01/2015 12:00:00 AM,BASF Plant Science,Mustang,279-3126,0.116,,zeta-cypermethrin,0.248,,,,,5.3,0.8
09/01/2015 12:00:00 AM,BASF Plant Science,SNIPER *,34704-858,0.002,,bifenthrin,0.004,,,,,0.1,0.1
09/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,Gramoxone SL 2.0,100-1431,76.875,,Paraquat dichloride,153.75,,,,,239.78,239.78
09/01/2015 12:00:00 AM,DuPont Pioneer,DUAL II MAGNUM *,100-818,0.3635,,s-metolachlor,2.777,,,,,1.45,1.45
09/01/2015 12:00:00 AM,DuPont Pioneer,FORCE 3G SMARTBOX INSECTICIDE *,100-1075-5481,,6.825,tefluthrin,0.205,,,,,1.25,1.25
09/01/2015 12:00:00 AM,DuPont Pioneer,MUSTANG MAXX INSECTICIDE *,279-3426,0.474,,zeta-cypermethrin,0.379,,,,,15.17,13.59
09/01/2015 12:00:00 AM,DuPont Pioneer,PERMETHRIN *,34704-873,0.6257,,permethrin,2.002,,,,,13.35,7.78
09/01/2015 12:00:00 AM,Dow AgroSciences,Dual II Magnum,100-818,1.9,,s-metolachlor,14.7,,,,,7.7,7.7
09/01/2015 12:00:00 AM,Dow AgroSciences,Gramoxone 2.0 SL,100-1431,13.869,,paraquat dichloride,27.74,,,,,57.6,57.6
09/01/2015 12:00:00 AM,Dow AgroSciences,Lorsban Advanced,62719-591,1.5,,chlorpyrifos,5.5,,,,,5.9,5.9
10/01/2015 12:00:00 AM,Syngenta,AATREX NINE-O *,100-585,,66.55,atrazine,58.56,,,,,133.1,133.1
10/01/2015 12:00:00 AM,Syngenta,ATRAZINE 4L HERBICIDE *,34704-69,1.43,,atrazine,5.72,,,,,5.7,5.7
10/01/2015 12:00:00 AM,Syngenta,BAYTHROID XL *,264-840,1.1,,β-cyfluthrin,1.10,,,,,56.1,56.1
10/01/2015 12:00:00 AM,Syngenta,BESIEGE INSECTICIDE *,100-1402,0.05,,lambda-cyhalothrin,0.02,chlorantraniliprole,0.04,,,0.6,0.6
10/01/2015 12:00:00 AM,Syngenta,FORCE 3G INSECTICIDE *,100-1075,,58.75,tefluthrin,1.76,,,,,11.75,11.75
10/01/2015 12:00:00 AM,Syngenta,LORSBAN ADVANCED*,62719-591,15.7,,chlorpyrifos,58.95,,,,,62.8,62.8
10/01/2015 12:00:00 AM,Syngenta,LUMAX EZ HERBICIDE *,100-1442,203.55,,s-metolachlor,506.84,atrazine,190.32,mesotrine,50.68,271.4,271.4
10/01/2015 12:00:00 AM,Syngenta,MUSTANG INSECTICIDE *,279-3126,0.94,,S-Cyano Methyl,1.41,,,,,30,30
10/01/2015 12:00:00 AM,Syngenta,WARRIOR II WITH ZEON TECHNOLOGY *,100-1295,3.53,,lambda-cyhalothrin,7.34,,,,,282.71,282.71
10/01/2015 12:00:00 AM,DuPont Pioneer,DUAL II MAGNUM *,100-818,6.208,,s-metolachlor,47.43,,,,,24.83,24.83
10/01/2015 12:00:00 AM,DuPont Pioneer,FORCE 3G SMARTBOX INSECTICIDE *,100-1075-5481,,128.7,tefluthrin,3.861,,,,,23.64,23.64
10/01/2015 12:00:00 AM,DuPont Pioneer,PERMETHRIN *,34704-873,0.317,,permethrin,1.015,,,,,5.08,5.08
10/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,Gramoxone SL 2.0,100-1431,68.75,,Paraquat dichloride,137.5,,,,,199.81,199.81
10/01/2015 12:00:00 AM,BASF Plant Science,Atrazine 4L,34704-69,1.13,,atrazine,4.5,0,,0,,4.5,4.5
10/01/2015 12:00:00 AM,BASF Plant Science,Lorsban Advanced,62719-591,0.91,,chlorpyrifos,3.4,0,,0,,7.25,7.25
10/01/2015 12:00:00 AM,BASF Plant Science,Lumax,100-1152,1.88,,s-metolachlor,1.48,atrazine,0.21,mesotrione,0.01,3,3
10/01/2015 12:00:00 AM,BASF Plant Science,Mustang,279-3126,0.0063,,zeta-cypermethrin,0.0094,0,,0,,0.2,0.1
10/01/2015 12:00:00 AM,BASF Plant Science,Sniper,34704-858,0.001,,bifenthrin,0.002,0,,0,,0.05,0.05
10/01/2015 12:00:00 AM,BASF Plant Science,Warrior II w/zeon Technology,100-1295,0.03,,lambda-cyhalothrin,0.0624,0,,0,,2,2
10/01/2015 12:00:00 AM,Dow AgroSciences,Dual II Magnum,100-818,47.3,,S-metolachlor,361,,,,,189,189
10/01/2015 12:00:00 AM,Dow AgroSciences,Force 3G,100-1075,,211,Tefluthrin,6.33,,,,,52.8,52.8
10/01/2015 12:00:00 AM,Dow AgroSciences,Gramoxone 2.0 SL,100-1431,14.336,,Paraquat dichloride,28.67,,,,,64.3,64.3
11/01/2015 12:00:00 AM,BASF Plant Science,Atrazine 4L,34704-69,4.19,,atrazine,16.76,0,,0,,16.75,16.75
11/01/2015 12:00:00 AM,BASF Plant Science,Baythroid XL,264-840,0.33,,β-cyfluthrin,0.33,0,,0,,15.25,8.5
11/01/2015 12:00:00 AM,BASF Plant Science,Lannate LV Dupont,352-384,1.88,,methomyl,2.808,0,,0,,6.25,6.25
11/01/2015 12:00:00 AM,BASF Plant Science,Lorsban Advanced,62719-591,1.13,,chlorpyrifos,4.885,0,,0,,4.5,4.5
11/01/2015 12:00:00 AM,BASF Plant Science,Mustang,279-3126,0.63,,zeta-cypermethrin,0.945,0,,0,,20.25,13
11/01/2015 12:00:00 AM,BASF Plant Science,Sniper,34704-858,0.006,,bifenthrin,0.012,0,,0,,0.03,0.03
11/01/2015 12:00:00 AM,BASF Plant Science,Warrior II w/zeon Technology,100-1295,0.225,,lambda-cyhalothrin,0.468,0,,0,,15.01,13.68
11/01/2015 12:00:00 AM,Dow AgroSciences,ATRAZINE 4L HERBICIDE *,34704-69,15.8,,atrazine,63.1,0,,0,,62.4,59.3
11/01/2015 12:00:00 AM,Dow AgroSciences,BAYTHROID XL *,264-840,1.7,,β-cyfluthrin,1.7,0,,0,,77.5,74.2
11/01/2015 12:00:00 AM,Dow AgroSciences,DUPONT CORAGEN INSECT CONTROL*,352-729,0.2,,chlorantraniliprole,0.4,0,,0,,5.7,5.7
11/01/2015 12:00:00 AM,Dow AgroSciences,DUAL II MAGNUM *,100-818,2.1,,s-metolachlor,16.4,0,,0,,8.6,8.6
11/01/2015 12:00:00 AM,Dow AgroSciences,FORCE 3G INSECTICIDE *,100-1075,,44.1,tefluthrin,1.32,0,,0,,10.2,10.2
11/01/2015 12:00:00 AM,Dow AgroSciences,GRAMOXONE SL 2.0 *,100-1431,2,,paraquat dichloride,4,0,,0,,8,8
11/01/2015 12:00:00 AM,Dow AgroSciences,LORSBAN ADVANCED*,62719-591,24.6,,chlorpyrifos,92.4,0,,0,,98.3,97.2
11/01/2015 12:00:00 AM,Dow AgroSciences,LUMAX EZ HERBICIDE *,100-1442,0.6,,s-metolachlor,1.6,atrazine,0.6,mesotrine,0.2,1.7,1.7
11/01/2015 12:00:00 AM,Dow AgroSciences,PERMETHRIN *,34704-873,0.2,,permethrin,0.6,0,,0,,2.8,2.8
11/01/2015 12:00:00 AM,DuPont Pioneer,DUPONT CORAGEN INSECT CONTROL*,352-729,0.3275,,chlorantraniliprole,0.547,0,,0,,8.38,8.38
11/01/2015 12:00:00 AM,DuPont Pioneer,DUAL II MAGNUM *,100-818,8.89,,s-metolachlor,67.9,0,,0,,35.77,35.77
11/01/2015 12:00:00 AM,DuPont Pioneer,FORCE 3G SMARTBOX INSECTICIDE *,100-1075-5481,,325.858,tefluthrin,9.776,0,,0,,59.85,59.85
11/01/2015 12:00:00 AM,Kaua'i Coffee Co. LLC,GRAMOXONE SL 2.0 *,100-1431,8.75,,paraquat dichloride,,0,,0,,25.55,25.55
